Bet reference;Date;Type;Amount (in user currency);Odd;Match id;Match label;Bet;Choice;End date;Win amount (in user currency);Win bonus (in user currency);Win total (in user currency);Freebet
012E3002325600162;09-12-2020;COM;0,63;11,54714;2695697;Olympiakos - Porto;Match Result;Draw;09-12-2020;0;0;0;FAUX
012E3002325600162;09-12-2020;COM;0,63;11,54714;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;FAUX
012E3002325600160;09-12-2020;COM;0,63;9,22221;2695697;Olympiakos - Porto;Match Result;Draw;09-12-2020;0;0;0;FAUX
012E3002325600160;09-12-2020;COM;0,63;9,22221;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;FAUX
012E3002325600160;09-12-2020;COM;0,63;9,22221;2695694;Salzburg - Atletico Madrid;Match Result;Atletico Madrid;09-12-2020;0;0;0;FAUX
012E3002325600160;09-12-2020;COM;0,63;9,22221;2695695;Bayern Munich - Lokomotiv Moscow;Match Result;Bayern Munich;09-12-2020;0;0;0;FAUX
012E3002325600160;09-12-2020;COM;0,63;9,22221;2695696;Inter Milan - Shakhtar Donetsk;Match Result;Inter Milan;09-12-2020;0;0;0;FAUX
012E3002325600158;09-12-2020;COM;0,63;7,63394;2695695;Bayern Munich - Lokomotiv Moscow;Match Result;Bayern Munich;09-12-2020;0;0;0;FAUX
012E3002325600158;09-12-2020;COM;0,63;7,63394;2695697;Olympiakos - Porto;Match Result;Draw;09-12-2020;0;0;0;FAUX
012E3002325600158;09-12-2020;COM;0,63;7,63394;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;FAUX
012E3002325600158;09-12-2020;COM;0,63;7,63394;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;FAUX
012E3002325600158;09-12-2020;COM;0,63;7,63394;2695696;Inter Milan - Shakhtar Donetsk;Match Result;Inter Milan;09-12-2020;0;0;0;FAUX
012E3002325600154;09-12-2020;COM;0,63;12,72323;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;FAUX
012E3002325600154;09-12-2020;COM;0,63;12,72323;2695697;Olympiakos - Porto;Match Result;Draw;09-12-2020;0;0;0;FAUX
012E3002325600154;09-12-2020;COM;0,63;12,72323;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;FAUX
012E3002325600154;09-12-2020;COM;0,63;12,72323;2695696;Inter Milan - Shakhtar Donetsk;Match Result;Inter Milan;09-12-2020;0;0;0;FAUX
012E3002325600154;09-12-2020;COM;0,63;12,72323;2695694;Salzburg - Atletico Madrid;Match Result;Atletico Madrid;09-12-2020;0;0;0;FAUX
012E3002325584405;09-12-2020;COM;0,33;7,1969;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;VRAI
012E3002325584405;09-12-2020;COM;0,33;7,1969;2695695;Bayern Munich - Lokomotiv Moscow;Match and Goals;Bayern Munich and Over 1.5;09-12-2020;0;0;0;VRAI
012E3002325584405;09-12-2020;COM;0,33;7,1969;2695697;Olympiakos - Porto;Match Result;Olympiakos;09-12-2020;0;0;0;VRAI
012E3002325584405;09-12-2020;COM;0,33;7,1969;2695696;Inter Milan - Shakhtar Donetsk;Player to Score and Team Win;Romelu Lukaku;09-12-2020;0;0;0;VRAI
012E3002325584405;09-12-2020;COM;0,33;7,1969;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;VRAI
012E3002325584401;09-12-2020;COM;0,33;7,11781;2695695;Bayern Munich - Lokomotiv Moscow;Match and Goals;Bayern Munich and Over 1.5;09-12-2020;0;0;0;VRAI
012E3002325584401;09-12-2020;COM;0,33;7,11781;2695697;Olympiakos - Porto;Match Result;Olympiakos;09-12-2020;0;0;0;VRAI
012E3002325584401;09-12-2020;COM;0,33;7,11781;2695694;Salzburg - Atletico Madrid;Match Result;Atletico Madrid;09-12-2020;0;0;0;VRAI
012E3002325584401;09-12-2020;COM;0,33;7,11781;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;VRAI
012E3002325584401;09-12-2020;COM;0,33;7,11781;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;VRAI
012E3002325584398;09-12-2020;COM;0,33;11,36353;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;VRAI
;;;;;;;;;;;;;
012E3002325584398;09-12-2020;COM;0,33;11,36353;2695694;Salzburg - Atletico Madrid;Match Result;Atletico Madrid;09-12-2020;0;0;0;VRAI
012E3002325584398;09-12-2020;COM;0,33;11,36353;2695697;Olympiakos - Porto;Match Result;Olympiakos;09-12-2020;0;0;0;VRAI
012E3002325584398;09-12-2020;COM;0,33;11,36353;2695696;Inter Milan - Shakhtar Donetsk;Player to Score and Team Win;Romelu Lukaku;09-12-2020;0;0;0;VRAI
012E3002325584398;09-12-2020;COM;0,33;11,36353;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;VRAI
012E3002325584396;09-12-2020;COM;0,33;6,67754;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;VRAI
012E3002325584396;09-12-2020;COM;0,33;6,67754;2695694;Salzburg - Atletico Madrid;Match Result;Atletico Madrid;09-12-2020;0;0;0;VRAI
012E3002325584396;09-12-2020;COM;0,33;6,67754;2695695;Bayern Munich - Lokomotiv Moscow;Match and Goals;Bayern Munich and Over 1.5;09-12-2020;0;0;0;VRAI
012E3002325584396;09-12-2020;COM;0,33;6,67754;2695696;Inter Milan - Shakhtar Donetsk;Player to Score and Team Win;Romelu Lukaku;09-12-2020;0;0;0;VRAI
012E3002325584396;09-12-2020;COM;0,33;6,67754;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;VRAI
012E3002325584393;09-12-2020;COM;0,33;8,69424;2695697;Olympiakos - Porto;Match Result;Olympiakos;09-12-2020;0;0;0;VRAI
012E3002325584393;09-12-2020;COM;0,33;8,69424;2695695;Bayern Munich - Lokomotiv Moscow;Match and Goals;Bayern Munich and Over 1.5;09-12-2020;0;0;0;VRAI
012E3002325584393;09-12-2020;COM;0,33;8,69424;2695694;Salzburg - Atletico Madrid;Match Result;Atletico Madrid;09-12-2020;0;0;0;VRAI
012E3002325584393;09-12-2020;COM;0,33;8,69424;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;VRAI
012E3002325584393;09-12-2020;COM;0,33;8,69424;2695696;Inter Milan - Shakhtar Donetsk;Player to Score and Team Win;Romelu Lukaku;09-12-2020;0;0;0;VRAI
012E3002325584391;09-12-2020;COM;0,33;10,79535;2695695;Bayern Munich - Lokomotiv Moscow;Match and Goals;Bayern Munich and Over 1.5;09-12-2020;0;0;0;VRAI
012E3002325584391;09-12-2020;COM;0,33;10,79535;2695694;Salzburg - Atletico Madrid;Match Result;Atletico Madrid;09-12-2020;0;0;0;VRAI
012E3002325584391;09-12-2020;COM;0,33;10,79535;2695697;Olympiakos - Porto;Match Result;Olympiakos;09-12-2020;0;0;0;VRAI
012E3002325584391;09-12-2020;COM;0,33;10,79535;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;VRAI
012E3002325584391;09-12-2020;COM;0,33;10,79535;2695696;Inter Milan - Shakhtar Donetsk;Player to Score and Team Win;Romelu Lukaku;09-12-2020;0;0;0;VRAI
012E3002325037251;09-12-2020;SIM;5;2,65;2695698;Real Madrid - Borussia M'gladbach;Player to Score and Team Win;Karim Benzema;09-12-2020;8,25;8,25;8,25;VRAI
012E3002325036445;09-12-2020;COM;3,2;10,03493;2695699;Manchester City - Marseille;Match Result;Manchester City;09-12-2020;0;0;0;FAUX
012E3002325036445;09-12-2020;COM;3,2;10,03493;2695696;Inter Milan - Shakhtar Donetsk;Match Result;Inter Milan;09-12-2020;0;0;0;FAUX
012E3002325036445;09-12-2020;COM;3,2;10,03493;2695694;Salzburg - Atletico Madrid;Match Result;Atletico Madrid;09-12-2020;0;0;0;FAUX
012E3002325036445;09-12-2020;COM;3,2;10,03493;2695695;Bayern Munich - Lokomotiv Moscow;Match Result;Bayern Munich;09-12-2020;0;0;0;FAUX
012E3002325036445;09-12-2020;COM;3,2;10,03493;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;0;0;0;FAUX
012E3002325036445;09-12-2020;COM;3,2;10,03493;2695701;FC Midtjylland - Liverpool;Match Result;Liverpool;09-12-2020;0;0;0;FAUX
012E3002325035437;09-12-2020;SIM;15;1,55;2695698;Real Madrid - Borussia M'gladbach;Match Result;Real Madrid;09-12-2020;23,25;0;23,25;FAUX
012U0002324114780;08-12-2020;COM;2,1;66,7438;2695708;Paris Saint-Germain - Istanbul Basaksehir;Match Result;Paris Saint-Germain;08-12-2020;0;0;0;FAUX
012U0002324114780;08-12-2020;COM;2,1;66,7438;2695709;RB Leipzig - Manchester United;Match Result;Draw;08-12-2020;0;0;0;FAUX
012U0002324114780;08-12-2020;COM;2,1;66,7438;2695703;Chelsea - FC Krasnodar;Match Result;Chelsea;08-12-2020;0;0;0;FAUX
012U0002324114780;08-12-2020;COM;2,1;66,7438;2695702;Rennes - Seville;Match Result;Draw;08-12-2020;0;0;0;FAUX
012U0002324114780;08-12-2020;COM;2,1;66,7438;2695706;Barcelona - Juventus;Match Result;Draw;08-12-2020;0;0;0;FAUX
012U0002323715515;08-12-2020;COM;5,02;7,55576;2695708;Paris Saint-Germain - Istanbul Basaksehir;Match Result;Paris Saint-Germain;08-12-2020;0;0;0;FAUX
012U0002323715515;08-12-2020;COM;5,02;7,55576;2695702;Rennes - Seville;Match Result;Seville;08-12-2020;0;0;0;FAUX
012U0002323715515;08-12-2020;COM;5,02;7,55576;2695705;Dynamo Kiev - Ferencvárosi TC;Match Result;Dynamo Kiev;08-12-2020;0;0;0;FAUX
012U0002323715515;08-12-2020;COM;5,02;7,55576;2695703;Chelsea - FC Krasnodar;Match Result;Chelsea;08-12-2020;0;0;0;FAUX
012U0002323715515;08-12-2020;COM;5,02;7,55576;2695704;Lazio - Club Brugge;Match Result;Lazio;08-12-2020;0;0;0;FAUX
012U0002323714424;08-12-2020;COM;0,83;6,84629;2695707;Zenit St. Petersburg - Borussia Dortmund;Match Result;Borussia Dortmund;08-12-2020;0;0;0;FAUX
012U0002323714424;08-12-2020;COM;0,83;6,84629;2695702;Rennes - Seville;Match Result;Seville;08-12-2020;0;0;0;FAUX
012U0002323714424;08-12-2020;COM;0,83;6,84629;2695703;Chelsea - FC Krasnodar;Match Result;Chelsea;08-12-2020;0;0;0;FAUX
012U0002323714424;08-12-2020;COM;0,83;6,84629;2695706;Barcelona - Juventus;Exclu Match -Buteurs;Messi ou Ronaldo buteur ET le Barça ou la Juve gagne;08-12-2020;0;0;0;FAUX
012U0002323714424;08-12-2020;COM;0,83;6,84629;2695708;Paris Saint-Germain - Istanbul Basaksehir;Match Result;Paris Saint-Germain;08-12-2020;0;0;0;FAUX
012U0002323714422;08-12-2020;COM;0,83;7,11131;2695702;Rennes - Seville;Match Result;Seville;08-12-2020;0;0;0;FAUX
012U0002323714422;08-12-2020;COM;0,83;7,11131;2695704;Lazio - Club Brugge;Match Result;Lazio;08-12-2020;0;0;0;FAUX
012U0002323714422;08-12-2020;COM;0,83;7,11131;2695706;Barcelona - Juventus;Exclu Match -Buteurs;Messi ou Ronaldo buteur ET le Barça ou la Juve gagne;08-12-2020;0;0;0;FAUX
012U0002323714422;08-12-2020;COM;0,83;7,11131;2695703;Chelsea - FC Krasnodar;Match Result;Chelsea;08-12-2020;0;0;0;FAUX
012U0002323714422;08-12-2020;COM;0,83;7,11131;2695708;Paris Saint-Germain - Istanbul Basaksehir;Match Result;Paris Saint-Germain;08-12-2020;0;0;0;FAUX
012U0002323714421;08-12-2020;COM;0,83;5,12676;2695706;Barcelona - Juventus;Exclu Match -Buteurs;Messi ou Ronaldo buteur ET le Barça ou la Juve gagne;08-12-2020;0;0;0;FAUX
012U0002323714421;08-12-2020;COM;0,83;5,12676;2695703;Chelsea - FC Krasnodar;Match Result;Chelsea;08-12-2020;0;0;0;FAUX
012U0002323714421;08-12-2020;COM;0,83;5,12676;2695707;Zenit St. Petersburg - Borussia Dortmund;Match Result;Borussia Dortmund;08-12-2020;0;0;0;FAUX
012U0002323714421;08-12-2020;COM;0,83;5,12676;2695708;Paris Saint-Germain - Istanbul Basaksehir;Match Result;Paris Saint-Germain;08-12-2020;0;0;0;FAUX
012U0002323714421;08-12-2020;COM;0,83;5,12676;2695704;Lazio - Club Brugge;Match Result;Lazio;08-12-2020;0;0;0;FAUX
012U0002323714419;08-12-2020;COM;0,83;9,18544;2695708;Paris Saint-Germain - Istanbul Basaksehir;Match Result;Paris Saint-Germain;08-12-2020;0;0;0;FAUX
012U0002323714419;08-12-2020;COM;0,83;9,18544;2695706;Barcelona - Juventus;Exclu Match -Buteurs;Messi ou Ronaldo buteur ET le Barça ou la Juve gagne;08-12-2020;0;0;0;FAUX
012U0002323714419;08-12-2020;COM;0,83;9,18544;2695707;Zenit St. Petersburg - Borussia Dortmund;Match Result;Borussia Dortmund;08-12-2020;0;0;0;FAUX
012U0002323714419;08-12-2020;COM;0,83;9,18544;2695702;Rennes - Seville;Match Result;Seville;08-12-2020;0;0;0;FAUX
012U0002323714419;08-12-2020;COM;0,83;9,18544;2695704;Lazio - Club Brugge;Match Result;Lazio;08-12-2020;0;0;0;FAUX
012U0002323714418;08-12-2020;COM;0,83;10,30142;2695702;Rennes - Seville;Match Result;Seville;08-12-2020;0;0;0;FAUX
012U0002323714418;08-12-2020;COM;0,83;10,30142;2695707;Zenit St. Petersburg - Borussia Dortmund;Match Result;Borussia Dortmund;08-12-2020;0;0;0;FAUX
012U0002323714418;08-12-2020;COM;0,83;10,30142;2695703;Chelsea - FC Krasnodar;Match Result;Chelsea;08-12-2020;0;0;0;FAUX
012U0002323714418;08-12-2020;COM;0,83;10,30142;2695706;Barcelona - Juventus;Exclu Match -Buteurs;Messi ou Ronaldo buteur ET le Barça ou la Juve gagne;08-12-2020;0;0;0;FAUX
012U0002323714418;08-12-2020;COM;0,83;10,30142;2695704;Lazio - Club Brugge;Match Result;Lazio;08-12-2020;0;0;0;FAUX
012U0002323714416;08-12-2020;COM;0,83;6,88908;2695707;Zenit St. Petersburg - Borussia Dortmund;Match Result;Borussia Dortmund;08-12-2020;0;0;0;FAUX
012U0002323714416;08-12-2020;COM;0,83;6,88908;2695704;Lazio - Club Brugge;Match Result;Lazio;08-12-2020;0;0;0;FAUX
012U0002323714416;08-12-2020;COM;0,83;6,88908;2695708;Paris Saint-Germain - Istanbul Basaksehir;Match Result;Paris Saint-Germain;08-12-2020;0;0;0;FAUX
012U0002323714416;08-12-2020;COM;0,83;6,88908;2695702;Rennes - Seville;Match Result;Seville;08-12-2020;0;0;0;FAUX
012U0002323714416;08-12-2020;COM;0,83;6,88908;2695703;Chelsea - FC Krasnodar;Match Result;Chelsea;08-12-2020;0;0;0;FAUX
012U0002323711412;08-12-2020;COM;1;22,3895;2695702;Rennes - Seville;Match Result;Seville;08-12-2020;0;0;0;FAUX
012U0002323711412;08-12-2020;COM;1;22,3895;2695704;Lazio - Club Brugge;Match Result;Lazio;08-12-2020;0;0;0;FAUX
012U0002323711412;08-12-2020;COM;1;22,3895;2695706;Barcelona - Juventus;Match Result;Juventus;08-12-2020;0;0;0;FAUX
012U0002323711412;08-12-2020;COM;1;22,3895;2695708;Paris Saint-Germain - Istanbul Basaksehir;Match Result;Paris Saint-Germain;08-12-2020;0;0;0;FAUX
012U0002323711412;08-12-2020;COM;1;22,3895;2695703;Chelsea - FC Krasnodar;Match Result;Chelsea;08-12-2020;0;0;0;FAUX
012U0002323711412;08-12-2020;COM;1;22,3895;2695707;Zenit St. Petersburg - Borussia Dortmund;Match Result;Borussia Dortmund;08-12-2020;0;0;0;FAUX
012U0002323710547;08-12-2020;SIM;2;1,6;2695706;Barcelona - Juventus;Exclu Match -Buteurs;Messi ou Ronaldo buteur ET le Barça ou la Juve gagne;08-12-2020;3,2;0;3,2;FAUX
012U0002323707516;08-12-2020;SIM;2;1,9;2695708;Paris Saint-Germain - Istanbul Basaksehir;Both Teams to Score;Yes;09-12-2020;3,8;0;3,8;FAUX
012U0002323704929;08-12-2020;SIM;10;1,71;2695704;Lazio - Club Brugge;Goalscorer;Ciro Immobile;08-12-2020;17,1;0;17,1;FAUX
012H0002316903564;03-12-2020;COM;5;4,83976;2695981;Molde - Dundalk;Match Result;Molde;03-12-2020;0;0;0;FAUX
012H0002316903564;03-12-2020;COM;5;4,83976;2695991;Milan - Celtic;Match Result;Milan;03-12-2020;0;0;0;FAUX
012H0002316903564;03-12-2020;COM;5;4,83976;2695983;Slavia Prague - Hapoel Beer Sheva;Match Result;Slavia Prague;03-12-2020;0;0;0;FAUX
012H0002316903564;03-12-2020;COM;5;4,83976;2695985;Benfica - Lech Poznan;Match Result;Benfica;03-12-2020;0;0;0;FAUX
012H0002316903564;03-12-2020;COM;5;4,83976;2695980;Arsenal - Rapid Vienna;Match Result;Arsenal;03-12-2020;0;0;0;FAUX
012H0002316903564;03-12-2020;COM;5;4,83976;2695989;Real Sociedad - Rijeka;Match Result;Real Sociedad;03-12-2020;0;0;0;FAUX
012H0002316903564;03-12-2020;COM;5;4,83976;2695995;LASK Linz - Tottenham;Match Result;Tottenham;03-12-2020;0;0;0;FAUX
012H0002316901182;03-12-2020;COM;5;3,03;2695993;Zorya Luhansk - Leicester;Goalscorer;Jamie Vardy;03-12-2020;0;0;0;FAUX
012H0002316901182;03-12-2020;COM;5;3,03;2695980;Arsenal - Rapid Vienna;Goalscorer;Nicolas Pepe;03-12-2020;0;0;0;FAUX
012H0002316897898;03-12-2020;COM;10;1,875;2695991;Milan - Celtic;Match Result;Milan;03-12-2020;0;0;0;FAUX
012H0002316897898;03-12-2020;COM;10;1,875;2695995;LASK Linz - Tottenham;Match Result;Tottenham;03-12-2020;0;0;0;FAUX
;;;;;;;;;;;;;
012U0002314336460;01-12-2020;COM;0,1;65,49658;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314336460;01-12-2020;COM;0,1;65,49658;2695684;Atalanta - FC Midtjylland;Match Result;Atalanta;01-12-2020;0;0;0;FAUX
012U0002314336460;01-12-2020;COM;0,1;65,49658;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314336460;01-12-2020;COM;0,1;65,49658;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314336460;01-12-2020;COM;0,1;65,49658;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314336460;01-12-2020;COM;0,1;65,49658;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314336460;01-12-2020;COM;0,1;65,49658;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335241;01-12-2020;COM;0,66;28,35;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335241;01-12-2020;COM;0,66;28,35;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335241;01-12-2020;COM;0,66;28,35;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335241;01-12-2020;COM;0,66;28,35;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335239;01-12-2020;COM;0,66;10,962;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335239;01-12-2020;COM;0,66;10,962;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335239;01-12-2020;COM;0,66;10,962;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335239;01-12-2020;COM;0,66;10,962;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335238;01-12-2020;COM;0,66;27,405;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335238;01-12-2020;COM;0,66;27,405;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335238;01-12-2020;COM;0,66;27,405;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335238;01-12-2020;COM;0,66;27,405;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335237;01-12-2020;COM;0,66;13,05;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335237;01-12-2020;COM;0,66;13,05;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335237;01-12-2020;COM;0,66;13,05;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335237;01-12-2020;COM;0,66;13,05;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335236;01-12-2020;COM;0,66;25,69219;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335236;01-12-2020;COM;0,66;25,69219;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335236;01-12-2020;COM;0,66;25,69219;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335236;01-12-2020;COM;0,66;25,69219;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335234;01-12-2020;COM;0,66;10,6596;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335234;01-12-2020;COM;0,66;10,6596;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335234;01-12-2020;COM;0,66;10,6596;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335234;01-12-2020;COM;0,66;10,6596;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335232;01-12-2020;COM;0,66;26,649;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335232;01-12-2020;COM;0,66;26,649;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335232;01-12-2020;COM;0,66;26,649;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335232;01-12-2020;COM;0,66;26,649;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335231;01-12-2020;COM;0,66;12,69;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335231;01-12-2020;COM;0,66;12,69;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335231;01-12-2020;COM;0,66;12,69;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335231;01-12-2020;COM;0,66;12,69;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335227;01-12-2020;COM;0,66;24,98344;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335227;01-12-2020;COM;0,66;24,98344;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335227;01-12-2020;COM;0,66;24,98344;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335227;01-12-2020;COM;0,66;24,98344;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335225;01-12-2020;COM;0,66;10,30428;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335225;01-12-2020;COM;0,66;10,30428;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335225;01-12-2020;COM;0,66;10,30428;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335225;01-12-2020;COM;0,66;10,30428;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335224;01-12-2020;COM;0,66;4,9068;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335224;01-12-2020;COM;0,66;4,9068;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335224;01-12-2020;COM;0,66;4,9068;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335224;01-12-2020;COM;0,66;4,9068;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335223;01-12-2020;COM;0,66;9,66026;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335223;01-12-2020;COM;0,66;9,66026;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335223;01-12-2020;COM;0,66;9,66026;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335223;01-12-2020;COM;0,66;9,66026;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335222;01-12-2020;COM;0,66;12,267;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335222;01-12-2020;COM;0,66;12,267;2695683;Liverpool - Ajax;Match Result;Liverpool;01-12-2020;0;0;0;FAUX
012U0002314335222;01-12-2020;COM;0,66;12,267;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335222;01-12-2020;COM;0,66;12,267;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335221;01-12-2020;COM;0,66;24,15066;2695679;Shakhtar Donetsk - Real Madrid;Match Result;Real Madrid;01-12-2020;0;0;0;FAUX
012U0002314335221;01-12-2020;COM;0,66;24,15066;2695680;Lokomotiv Moscow - Salzburg;Match Result;Salzburg;01-12-2020;0;0;0;FAUX
012U0002314335221;01-12-2020;COM;0,66;24,15066;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
012U0002314335221;01-12-2020;COM;0,66;24,15066;2695682;Marseille - Olympiakos;Match Result;Olympiakos;01-12-2020;0;0;0;FAUX
012U0002314335219;01-12-2020;COM;0,66;11,50031;2695685;Porto - Manchester City;Match Result;Manchester City;01-12-2020;0;0;0;FAUX
012U0002314335219;01-12-2020;COM;0,66;11,50031;2695677;Atletico Madrid - Bayern Munich;Match Result;Bayern Munich;01-12-2020;0;0;0;FAUX
