Bet reference;Date;Type;Amount (in user currency);Odd;Match id;Match label;Bet;Choice;End date;Win amount (in user currency);Win bonus (in user currency);Win total (in user currency);Freebet
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001340062;Czech Republic - Spain;Match Result;Spain;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001108521;Stade Français - Brive;Match Result;Stade Français;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001108519;Perpignan - Bordeaux-Bègles;Match Result;Bordeaux-Bègles;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001108524;Lyon OU - La Rochelle;Match Result;La Rochelle;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001108525;Clermont - Montpellier;Match Result;Clermont;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001108523;Toulouse - Biarritz;Match Result;Toulouse;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001108520;Pau - Castres;Match Result;Castres;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001351262;Wales - Ukraine;Match Result;Wales;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001336536;Colombia - Saudi Arabia;Match Result;Colombia;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001340063;Portugal - Switzerland;Match Result;Portugal;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001340064;Serbia - Slovenia;Match Result;Serbia;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001108522;Racing 92 - Toulon;Match Result;Racing 92;05-06-2022;0;0;0;VRAI
629cd4a15dfcb45a342b1236;05-06-2022;LCOM;0,1;1071,56;3001340061;Cyprus - Northern Ireland;Match Result;Northern Ireland;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce3;05-06-2022;COM;1,65;6,24;3001108521;Stade Français - Brive;Match Result;Stade Français;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce3;05-06-2022;COM;1,65;6,24;3001340062;Czech Republic - Spain;Match Result;Spain;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce3;05-06-2022;COM;1,65;6,24;3001108519;Perpignan - Bordeaux-Bègles;Match Result;Bordeaux-Bègles;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce3;05-06-2022;COM;1,65;6,24;3001340063;Portugal - Switzerland;Match Result;Portugal;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce3;05-06-2022;COM;1,65;6,24;3001108523;Toulouse - Biarritz;Match Result;Toulouse;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce4;05-06-2022;COM;1,65;6,46;3001340062;Czech Republic - Spain;Match Result;Spain;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce4;05-06-2022;COM;1,65;6,46;3001340063;Portugal - Switzerland;Match Result;Portugal;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce4;05-06-2022;COM;1,65;6,46;3001108522;Racing 92 - Toulon;Match Result;Racing 92;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce4;05-06-2022;COM;1,65;6,46;3001108523;Toulouse - Biarritz;Match Result;Toulouse;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce4;05-06-2022;COM;1,65;6,46;3001108521;Stade Français - Brive;Match Result;Stade Français;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce2;05-06-2022;COM;1,65;6,16;3001108519;Perpignan - Bordeaux-Bègles;Match Result;Bordeaux-Bègles;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce2;05-06-2022;COM;1,65;6,16;3001108522;Racing 92 - Toulon;Match Result;Racing 92;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce2;05-06-2022;COM;1,65;6,16;3001340062;Czech Republic - Spain;Match Result;Spain;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce2;05-06-2022;COM;1,65;6,16;3001108523;Toulouse - Biarritz;Match Result;Toulouse;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce2;05-06-2022;COM;1,65;6,16;3001340063;Portugal - Switzerland;Match Result;Portugal;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce5;05-06-2022;COM;1,65;5,68;3001108519;Perpignan - Bordeaux-Bègles;Match Result;Bordeaux-Bègles;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce5;05-06-2022;COM;1,65;5,68;3001340063;Portugal - Switzerland;Match Result;Portugal;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce5;05-06-2022;COM;1,65;5,68;3001108523;Toulouse - Biarritz;Match Result;Toulouse;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce5;05-06-2022;COM;1,65;5,68;3001108521;Stade Français - Brive;Match Result;Stade Français;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce5;05-06-2022;COM;1,65;5,68;3001108522;Racing 92 - Toulon;Match Result;Racing 92;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce6;05-06-2022;COM;1,65;5,51;3001108519;Perpignan - Bordeaux-Bègles;Match Result;Bordeaux-Bègles;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce6;05-06-2022;COM;1,65;5,51;3001108523;Toulouse - Biarritz;Match Result;Toulouse;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce6;05-06-2022;COM;1,65;5,51;3001108522;Racing 92 - Toulon;Match Result;Racing 92;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce6;05-06-2022;COM;1,65;5,51;3001340062;Czech Republic - Spain;Match Result;Spain;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce6;05-06-2022;COM;1,65;5,51;3001108521;Stade Français - Brive;Match Result;Stade Français;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce1;05-06-2022;COM;1,65;9,27;3001108522;Racing 92 - Toulon;Match Result;Racing 92;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce1;05-06-2022;COM;1,65;9,27;3001340063;Portugal - Switzerland;Match Result;Portugal;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce1;05-06-2022;COM;1,65;9,27;3001340062;Czech Republic - Spain;Match Result;Spain;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce1;05-06-2022;COM;1,65;9,27;3001108521;Stade Français - Brive;Match Result;Stade Français;05-06-2022;0;0;0;VRAI
629cd4315dfcb45a342b0ce1;05-06-2022;COM;1,65;9,27;3001108519;Perpignan - Bordeaux-Bègles;Match Result;Bordeaux-Bègles;05-06-2022;0;0;0;VRAI
629cc5575dfcb45a342a6a84;05-06-2022;LIV;3;4,1;3001353613;Rafael Nadal - Casper Ruud;Game Winner;Casper Ruud;05-06-2022;0;0;0;FAUX
629cc53b9ac6e5018bc292ff;05-06-2022;LIV;5;2,1;3001353613;Rafael Nadal - Casper Ruud;Game Winner;Rafael Nadal;05-06-2022;10,5;0;10,5;FAUX
629cc43aabc21e000640c225;05-06-2022;LIV;5;1,9;3001353613;Rafael Nadal - Casper Ruud;Point Winner;Rafael Nadal;05-06-2022;9,5;0;9,5;FAUX
629cba875dfcb45a342a0602;05-06-2022;LIV;10;2,3;3001353613;Rafael Nadal - Casper Ruud;Set Total Games (Over/Under) - Boost;9 jeux ou moins dans le 2ème set;05-06-2022;23;0;23;FAUX
629cb1bb5dfcb45a3429b524;05-06-2022;LIV;3;9,75;3001353613;Rafael Nadal - Casper Ruud;Game Winner;Casper Ruud;05-06-2022;0;0;0;FAUX
629caccc242ed129aadbe90e;05-06-2022;LIV;10;2,3;3001353613;Rafael Nadal - Casper Ruud;Game Winner;Rafael Nadal;05-06-2022;13;13;13;VRAI
629cab9d9ac6e5018bc1a2ac;05-06-2022;LIV;20;2,3;3001353613;Rafael Nadal - Casper Ruud;Match winner & both players win a set;Rafael Nadal;05-06-2022;0;0;0;FAUX
62337410a0d77e3d1cec616a;17-03-2022;LCOM;1,53;19,5;3001222898;Monaco - Sporting Braga;Match Result;Sporting Braga;17-03-2022;0;0;0;FAUX
62337410a0d77e3d1cec616a;17-03-2022;LCOM;1,53;19,5;3001222945;FC Basel - Marseille;Match Result;FC Basel;17-03-2022;0;0;0;FAUX
623356bbd03143187e0bc62a;17-03-2022;COM;1,71;23,08;3001222945;FC Basel - Marseille;Match Result;FC Basel;17-03-2022;1,53;0;1,53;FAUX
623356bbd03143187e0bc62a;17-03-2022;COM;1,71;23,08;3001222898;Monaco - Sporting Braga;Match Result;Sporting Braga;17-03-2022;1,53;0;1,53;FAUX
623356bbd03143187e0bc629;17-03-2022;COM;1,71;52;3001222897;Galatasaray - Barcelona;Match Result;Galatasaray;17-03-2022;0;0;0;FAUX
623356bbd03143187e0bc629;17-03-2022;COM;1,71;52;3001222898;Monaco - Sporting Braga;Match Result;Sporting Braga;17-03-2022;0;0;0;FAUX
623356bbd03143187e0bc628;17-03-2022;COM;1,71;28,4;3001222897;Galatasaray - Barcelona;Match Result;Galatasaray;17-03-2022;0;0;0;FAUX
623356bbd03143187e0bc628;17-03-2022;COM;1,71;28,4;3001222945;FC Basel - Marseille;Match Result;FC Basel;17-03-2022;0;0;0;FAUX
62321649d03143187e01912d;16-03-2022;COM;5;33,45;3001213347;Brighton - Tottenham;Match and Goals;Tottenham and Over 1.5;16-03-2022;0;0;0;VRAI
62321649d03143187e01912d;16-03-2022;COM;5;33,45;3001213337;Arsenal - Liverpool;Match and Goals;Liverpool and Over 1.5;16-03-2022;0;0;0;VRAI
62321649d03143187e01912d;16-03-2022;COM;5;33,45;3001119234;Juventus - Villarreal;Match and Goals;Juventus and Over 1.5;16-03-2022;0;0;0;VRAI
62321649d03143187e01912d;16-03-2022;COM;5;33,45;3001119602;Lille - Chelsea;Match and Goals;Chelsea and Over 1.5;16-03-2022;0;0;0;VRAI
62321613d03143187e018dd1;16-03-2022;COM;2,5;2,05;3001119602;Lille - Chelsea;Double Chance;Draw or Chelsea;16-03-2022;5,13;0;5,13;FAUX
62321613d03143187e018dd1;16-03-2022;COM;2,5;2,05;3001213337;Arsenal - Liverpool;Double Chance;Draw or Liverpool;16-03-2022;5,13;0;5,13;FAUX
62321613d03143187e018dd1;16-03-2022;COM;2,5;2,05;3001213347;Brighton - Tottenham;Double Chance;Draw or Tottenham;16-03-2022;5,13;0;5,13;FAUX
62321613d03143187e018dd2;16-03-2022;COM;2,5;2,08;3001213347;Brighton - Tottenham;Double Chance;Draw or Tottenham;16-03-2022;0;0;0;FAUX
62321613d03143187e018dd2;16-03-2022;COM;2,5;2,08;3001119234;Juventus - Villarreal;Double Chance;Juventus or Draw;16-03-2022;0;0;0;FAUX
62321613d03143187e018dd2;16-03-2022;COM;2,5;2,08;3001213337;Arsenal - Liverpool;Double Chance;Draw or Liverpool;16-03-2022;0;0;0;FAUX
62321613d03143187e018dd0;16-03-2022;COM;2,5;2,01;3001213347;Brighton - Tottenham;Double Chance;Draw or Tottenham;16-03-2022;0;0;0;FAUX
62321613d03143187e018dd0;16-03-2022;COM;2,5;2,01;3001119602;Lille - Chelsea;Double Chance;Draw or Chelsea;16-03-2022;0;0;0;FAUX
62321613d03143187e018dd0;16-03-2022;COM;2,5;2,01;3001119234;Juventus - Villarreal;Double Chance;Juventus or Draw;16-03-2022;0;0;0;FAUX
62321613d03143187e018dcf;16-03-2022;COM;2,5;1,95;3001213337;Arsenal - Liverpool;Double Chance;Draw or Liverpool;16-03-2022;0;0;0;FAUX
62321613d03143187e018dcf;16-03-2022;COM;2,5;1,95;3001119602;Lille - Chelsea;Double Chance;Draw or Chelsea;16-03-2022;0;0;0;FAUX
62321613d03143187e018dcf;16-03-2022;COM;2,5;1,95;3001119234;Juventus - Villarreal;Double Chance;Juventus or Draw;16-03-2022;0;0;0;FAUX
6231abb2d03143187efde769;16-03-2022;COM;1;31,76;3001213347;Brighton - Tottenham;Match Result;Tottenham;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde769;16-03-2022;COM;1;31,76;3001213337;Arsenal - Liverpool;Match Result;Liverpool;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde769;16-03-2022;COM;1;31,76;3001233228;Mainz - Borussia Dortmund;Match Result;Borussia Dortmund;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde769;16-03-2022;COM;1;31,76;3001119234;Juventus - Villarreal;Player to score, team win and Over 1.5;Alvaro Morata;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76b;16-03-2022;COM;1;51,98;3001213337;Arsenal - Liverpool;Match Result;Liverpool;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76b;16-03-2022;COM;1;51,98;3001233228;Mainz - Borussia Dortmund;Match Result;Borussia Dortmund;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76b;16-03-2022;COM;1;51,98;3001119602;Lille - Chelsea;Player to score, team win and Over 1.5;Kai Havertz;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76b;16-03-2022;COM;1;51,98;3001119234;Juventus - Villarreal;Player to score, team win and Over 1.5;Alvaro Morata;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76a;16-03-2022;COM;1;59,56;3001213337;Arsenal - Liverpool;Match Result;Liverpool;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76a;16-03-2022;COM;1;59,56;3001213347;Brighton - Tottenham;Match Result;Tottenham;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76a;16-03-2022;COM;1;59,56;3001119602;Lille - Chelsea;Player to score, team win and Over 1.5;Kai Havertz;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76a;16-03-2022;COM;1;59,56;3001119234;Juventus - Villarreal;Player to score, team win and Over 1.5;Alvaro Morata;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76d;16-03-2022;COM;1;28,59;3001213337;Arsenal - Liverpool;Match Result;Liverpool;16-03-2022;0;0;0;VRAI
;;;;;;;;;;;;;
6231abb2d03143187efde76d;16-03-2022;COM;1;28,59;3001233228;Mainz - Borussia Dortmund;Match Result;Borussia Dortmund;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76d;16-03-2022;COM;1;28,59;3001119602;Lille - Chelsea;Player to score, team win and Over 1.5;Kai Havertz;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76d;16-03-2022;COM;1;28,59;3001213347;Brighton - Tottenham;Match Result;Tottenham;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76c;16-03-2022;COM;1;60,83;3001213347;Brighton - Tottenham;Match Result;Tottenham;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76c;16-03-2022;COM;1;60,83;3001233228;Mainz - Borussia Dortmund;Match Result;Borussia Dortmund;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76c;16-03-2022;COM;1;60,83;3001119234;Juventus - Villarreal;Player to score, team win and Over 1.5;Alvaro Morata;16-03-2022;0;0;0;VRAI
6231abb2d03143187efde76c;16-03-2022;COM;1;60,83;3001119602;Lille - Chelsea;Player to score, team win and Over 1.5;Kai Havertz;16-03-2022;0;0;0;VRAI
106E3002550887478;23-06-2021;SIM;10;2;3000709954;Portugal - France;Match Result;France;23-06-2021;0;0;0;FAUX
106E3002550596963;23-06-2021;SIM;20;10;3000709954;Portugal - France;Player to Score and Team Lose;Cristiano Ronaldo;23-06-2021;0;0;0;FAUX
106E3002550578956;23-06-2021;SIM;8;1,59;3000834273;Daria Kasatkina - Iga Swiatek;Match Winner;Iga Swiatek;23-06-2021;0;0;0;FAUX
106E3002550331056;23-06-2021;SIM;10;1,8;3000834334;Bianca Vanessa Andreescu - Anett Kontaveit;Match Winner;Anett Kontaveit;23-06-2021;18;0;18;FAUX
106E3002549962859;23-06-2021;SIM;10;1,6;3000834191;Jelena Ostapenko - Ons Jabeur;Match Winner;Ons Jabeur;23-06-2021;0;0;0;FAUX
106U0002549055593;22-06-2021;COM;18,15;1,9418;3000830435;Ons Jabeur - Marketa Vondrousova;Match Winner;Ons Jabeur;22-06-2021;0;0;0;FAUX
106U0002549055593;22-06-2021;COM;18,15;1,9418;3000831591;Camila Giorgi - Karolina Pliskova;Match Winner;Karolina Pliskova;22-06-2021;0;0;0;FAUX
106O5002548362087;21-06-2021;SIM;10;2,1;3000709934;Finland - Belgium;Player to score, team win and Over 1.5;Romelu Lukaku;21-06-2021;21;0;21;FAUX
106O5002548294468;21-06-2021;COM;9,8;1,7536;3000709934;Finland - Belgium;Match Result;Belgium;21-06-2021;17,15;0;17,15;FAUX
106O5002548294468;21-06-2021;COM;9,8;1,7536;3000769835;North Macedonia - Netherlands;Match Result;Netherlands;21-06-2021;17,15;0;17,15;FAUX
106O5002548038966;21-06-2021;SIM;10;1,48;3000830542;Alize Cornet - Arantxa Rus;Match Winner;Alize Cornet;21-06-2021;14,8;0;14,8;FAUX
106A3002546947835;19-06-2021;SIM;10;1,78;3000828517;Brooklyn Nets - Milwaukee Bucks;Match Winner;Brooklyn Nets;20-06-2021;0;0;0;FAUX
106A3002546263024;19-06-2021;LIV;10;5,5;3000750459;Hungary - France;Goalscorer;Olivier Giroud;19-06-2021;0;0;0;FAUX
106A3002546108828;19-06-2021;LIV;10;2,6;3000750459;Hungary - France;Player to Score and Team Win;Karim Benzema;19-06-2021;0;0;0;FAUX
106A3002545993072;19-06-2021;SIM;5;1,91;3000750459;Hungary - France;Exclu Match - Goals;La France marque dans les 2 mi-temps;19-06-2021;0;0;0;FAUX
106A3002545990463;19-06-2021;SIM;5;2,15;3000750459;Hungary - France;Goalscorer;Kylian Mbappé;19-06-2021;0;0;0;FAUX
106A3002545986983;19-06-2021;COM;20,02;1,8078;3000750459;Hungary - France;Match Result;France;19-06-2021;0;0;0;FAUX
106A3002545986983;19-06-2021;COM;20,02;1,8078;3000709950;Spain - Poland;Match Result;Spain;19-06-2021;0;0;0;FAUX
106R0002544615393;18-06-2021;LCOM;1,06;4,5715;3000723707;Sweden - Slovakia;Match Result;Sweden;18-06-2021;0;0;0;FAUX
106R0002544615393;18-06-2021;LCOM;1,06;4,5715;3000709949;Croatia - Czech Republic;Match Result;Croatia;18-06-2021;0;0;0;FAUX
106R0002544615392;18-06-2021;LCOM;1,06;2,624;3000724268;England - Scotland;Match Result;England;18-06-2021;0;0;0;FAUX
106R0002544615392;18-06-2021;LCOM;1,06;2,624;3000723707;Sweden - Slovakia;Match Result;Sweden;18-06-2021;0;0;0;FAUX
106R0002544615391;18-06-2021;COM;1,06;2,8544;3000709949;Croatia - Czech Republic;Match Result;Croatia;18-06-2021;0;0;0;FAUX
106R0002544615391;18-06-2021;COM;1,06;2,8544;3000724268;England - Scotland;Match Result;England;18-06-2021;0;0;0;FAUX
106R0002544379581;18-06-2021;COM;14,3;1,6;3000826380;Marcos Giron - Felix Auger Aliassime;Match Winner;Felix Auger Aliassime;18-06-2021;13,2;0;13,2;FAUX
106R0002544379581;18-06-2021;COM;14,3;1,6;3000724268;England - Scotland;Match Result;England;18-06-2021;13,2;0;13,2;FAUX
106H0002543711693;17-06-2021;LIV;5,72;2,2;3000709948;Netherlands - Austria;Player to Score and Team Win;Wouter Weghorst;17-06-2021;0;0;0;FAUX
106H0002543637882;17-06-2021;SIM;15;1,62;3000709948;Netherlands - Austria;Match Result;Netherlands;17-06-2021;24,3;0;24,3;FAUX
106H0002543524023;17-06-2021;SIM;3,81;1,5;3000709948;Netherlands - Austria;Either Player to Score;M. Depay / W. Weghorst;17-06-2021;5,72;0;5,72;FAUX
106H0002543149884;17-06-2021;SIM;10;7;3000709943;Denmark - Belgium;Player to score, team win and Over 2.5;Romelu Lukaku;17-06-2021;0;0;0;VRAI
106H0002543147357;17-06-2021;SIM;9,5;1,98;3000709943;Denmark - Belgium;Match Result;Belgium;17-06-2021;18,81;0;18,81;FAUX
106E3002542407461;16-06-2021;LIV;5;2,05;3000709946;Italy - Switzerland;Match and Goals;Italy and Over 1.5;16-06-2021;10,25;0;10,25;FAUX
106E3002542405907;16-06-2021;LIV;5;1,55;3000709946;Italy - Switzerland;Match Result;Italy;16-06-2021;7,75;0;7,75;FAUX
106E3002542320203;16-06-2021;SIM;10;2,15;3000709946;Italy - Switzerland;Happy Hour Buteur - Boost;Immobile OU Insigne buteur;16-06-2021;11,5;11,5;11,5;VRAI
106E3002541606734;16-06-2021;COM;10,5;1,6864;3000822730;Alize Cornet - Bianca Vanessa Andreescu;Match Winner;Bianca Vanessa Andreescu;16-06-2021;0;0;0;FAUX
106E3002541606734;16-06-2021;COM;10,5;1,6864;3000824306;Jordan Thompson - Andrey Rublev;Match Winner;Andrey Rublev;16-06-2021;0;0;0;FAUX
106U0002541200271;15-06-2021;LIV;5;2,5;3000709930;France - Germany;Match and Goals - Boost;France gagne ET 2 buts ou + dans le match;15-06-2021;0;0;0;VRAI
106U0002541052703;15-06-2021;SIM;1;2,5;3000709930;France - Germany;Home Team 1st Half Over/Under - Boost;La France marque 1 but ou + en 1ère mi-temps;15-06-2021;2,5;0;2,5;FAUX
106U0002540833663;15-06-2021;LIV;5;2,2;3000709958;Hungary - Portugal;Either Player to Score - Boost;Ronaldo OU B. Fernandes buteur;15-06-2021;11;0;11;FAUX
106U0002540383911;15-06-2021;SIM;5;1,6;3000709930;France - Germany;Exclu Match - Scores;Score exact : 1-0, 2-0, 2-1, 3-1, 0-0, 1-1, 2-2;15-06-2021;8;0;8;FAUX
106U0002540383374;15-06-2021;SIM;5;1,79;3000709930;France - Germany;Exclu Match - Goals;France OU nul & + de 1,5 buts;15-06-2021;0;0;0;FAUX
106U0002540379423;15-06-2021;SIM;10;2,1;3000709930;France - Germany;Either Player to Score - 3 players Flashboost;Mbappé/Benzema/Griezmann;15-06-2021;0;0;0;FAUX
106O5002539919727;14-06-2021;LIV;5;3;3000709929;Spain - Sweden;Match and Goals - Boost;L'Espagne gagne & + de 1,5 buts dans le match;14-06-2021;0;0;0;FAUX
106O5002539881046;14-06-2021;LIV;1,7;3,65;3000709929;Spain - Sweden;Either player to score 2 or more;A. Morata / F. Torres;14-06-2021;0;0;0;FAUX
106O5002539880630;14-06-2021;LIV;5;1,53;3000709929;Spain - Sweden;Home Team Over/Under;Over 1.5;14-06-2021;0;0;0;FAUX
106O5002539876362;14-06-2021;LIV;5;2,5;3000709929;Spain - Sweden;Player to Score and Team Win;Ferran Torres;14-06-2021;0;0;0;VRAI
106O5002539871114;14-06-2021;LIV;5;2,95;3000709929;Spain - Sweden;1st Half Over/Under;Over 1.5;14-06-2021;0;0;0;VRAI
106O5002539759723;14-06-2021;SIM;20;2,3;3000709929;Spain - Sweden;Happy Hour Buteur - Boost;F. Torres OU Morata buteur;14-06-2021;0;0;0;FAUX
106O5002539464398;14-06-2021;COM;5;1,6714;3000821751;Aslan Karatsev - Alejandro Tabilo;Match Winner;Aslan Karatsev;14-06-2021;3,35;3,35;3,35;VRAI
106O5002539464398;14-06-2021;COM;5;1,6714;3000821756;Feliciano Lopez - Illya Marchenko;Match Winner;Feliciano Lopez;14-06-2021;3,35;3,35;3,35;VRAI
106O5002539464117;14-06-2021;COM;5;1,6714;3000821756;Feliciano Lopez - Illya Marchenko;Match Winner;Feliciano Lopez;14-06-2021;8,35;0;8,35;FAUX
106O5002539464117;14-06-2021;COM;5;1,6714;3000821751;Aslan Karatsev - Alejandro Tabilo;Match Winner;Aslan Karatsev;14-06-2021;8,35;0;8,35;FAUX
106O5002539323375;14-06-2021;LIV;5;2,05;3000709956;Scotland - Czech Republic;Next Goal in regular time;Scotland;14-06-2021;0;0;0;FAUX
106O5002539180324;14-06-2021;COM;5,15;2,295;3000709929;Spain - Sweden;Match Result;Spain;14-06-2021;0;0;0;FAUX
106O5002539180324;14-06-2021;COM;5,15;2,295;3000709957;Poland - Slovakia;Match Result;Poland;14-06-2021;0;0;0;FAUX
106U5002538843501;13-06-2021;LIV;1,65;3,2;3000709937;Brazil - Venezuela;Next Goalscorer;Neymar;13-06-2021;5,28;0;5,28;FAUX
106U5002538520385;13-06-2021;SIM;5;1,58;3000709927;Netherlands - Ukraine;Match Result;Netherlands;13-06-2021;7,9;0;7,9;FAUX
106U5002538303024;13-06-2021;COM;2,64;13,21056;3000709937;Brazil - Venezuela;Player to Score and Team Win;Neymar;14-06-2021;34,87;0;34,87;FAUX
106U5002538303024;13-06-2021;COM;2,64;13,21056;3000709955;Austria - North Macedonia;Match Result/Both Teams to Score;Austria / Yes;14-06-2021;34,87;0;34,87;FAUX
106U5002538303024;13-06-2021;COM;2,64;13,21056;3000709927;Netherlands - Ukraine;Match and Goals;Netherlands and Over 1.5;14-06-2021;34,87;0;34,87;FAUX
106U5002538298857;13-06-2021;SIM;5;1,75;3000709927;Netherlands - Ukraine;Either Player to Score;M. Depay / W. Weghorst;13-06-2021;8,75;0;8,75;FAUX
106U5002538296107;13-06-2021;SIM;5;2,26;3000709927;Netherlands - Ukraine;Goalscorer;Memphis Depay;13-06-2021;0;0;0;FAUX
106U5002538205821;13-06-2021;LIV;20;2,1;3000709928;England - Croatia;Next team to score - Boost;Angleterre marque le 1er but;13-06-2021;42;0;42;FAUX
106U5002537901229;13-06-2021;COM;7,52;2,077;3000709928;England - Croatia;Match Result;England;13-06-2021;15,64;0;15,64;FAUX
106U5002537901229;13-06-2021;COM;7,52;2,077;3000820889;Johanna Konta - Shuai Zhang;Match Winner;Johanna Konta;13-06-2021;15,64;0;15,64;FAUX
106U5002537875784;13-06-2021;SIM;5;3,7;3000709928;England - Croatia;Player to score, team win and Over 1.5;Harry Kane;13-06-2021;0;0;0;FAUX
106U5002537874447;13-06-2021;SIM;5;1,5;3000709928;England - Croatia;Either Player to Score - 3 players;H. Kane / M. Rashford / I. Perisic;13-06-2021;0;0;0;FAUX
106A3002537487708;12-06-2021;LIV;10;2,55;3000709925;Belgium - Russia;Player to Score 2 or more;Romelu Lukaku;12-06-2021;25,5;0;25,5;FAUX
106A3002537159359;12-06-2021;COM;5,25;1,6605;3000818467;Bublik A / Golubev A - Herbert P-H / Mahut N;Match Winner;Herbert P-H / Mahut N;12-06-2021;8,72;0;8,72;FAUX
106A3002537159359;12-06-2021;COM;5,25;1,6605;3000709925;Belgium - Russia;Double Chance;Belgium or Draw;12-06-2021;8,72;0;8,72;FAUX
106A3002537159278;12-06-2021;COM;5;1,6605;3000709925;Belgium - Russia;Double Chance;Belgium or Draw;12-06-2021;3,3;3,3;3,3;VRAI
106A3002537159278;12-06-2021;COM;5;1,6605;3000818467;Bublik A / Golubev A - Herbert P-H / Mahut N;Match Winner;Herbert P-H / Mahut N;12-06-2021;3,3;3,3;3,3;VRAI
106A3002537011048;12-06-2021;COM;5;3,92616;3000709924;Wales - Switzerland;Over/Under;Over 1.5;12-06-2021;0;0;0;VRAI
106A3002537011048;12-06-2021;COM;5;3,92616;3000709925;Belgium - Russia;Match Result;Belgium;12-06-2021;0;0;0;VRAI
106A3002537011048;12-06-2021;COM;5;3,92616;3000709926;Denmark - Finland;Match Result;Denmark;12-06-2021;0;0;0;VRAI
106R0002536381078;11-06-2021;SIM;5;2,05;3000709923;Turkey - Italy;Exclu Match -Buteurs;Immobile OU Yilmaz buteur & Italie OU Turquie gagne;11-06-2021;10,25;0;10,25;FAUX
